Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
209.813,14.63,29.26,43.89,-15.9979,15.9766,-0.021228,-179.096,-178.999,-178.901,0.00406,0.0029,0.00174,125,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
210.213,14.7,29.4,44.1,-15.6912,16.59,0.898896,-178.999,-178.901,-178.803,0.00406,0.0029,0.00174,125.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
210.613,14.7,29.4,44.1,-15.6912,16.59,0.898896,-178.999,-178.901,-178.803,0.00406,0.0029,0.00174,125.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
211.013,14.77,29.54,44.31,-15.383,17.2064,1.82341,-178.901,-178.803,-178.706,0.00406,0.0029,0.00174,125.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
211.413,14.77,29.54,44.31,-15.383,17.2064,1.82341,-178.901,-178.803,-178.706,0.00406,0.0029,0.00174,126,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
211.813,14.77,29.54,44.31,-15.383,17.2064,1.82341,-178.901,-178.803,-178.706,0.00406,0.0029,0.00174,126.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
212.213,14.84,29.68,44.52,-15.0733,17.8257,2.75232,-178.803,-178.706,-178.608,0.00406,0.0029,0.00174,126.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
212.613,14.84,29.68,44.52,-15.0733,17.8257,2.75232,-178.803,-178.706,-178.608,0.00406,0.0029,0.00174,126.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
213.013,14.91,29.82,44.73,-14.7622,18.4479,3.68562,-178.706,-178.608,-178.51,0.00406,0.0029,0.00174,127,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
213.413,14.91,29.82,44.73,-14.7622,18.4479,3.68562,-178.706,-178.608,-178.51,0.00406,0.0029,0.00174,127.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
213.813,14.91,29.82,44.73,-14.7622,18.4479,3.68562,-178.706,-178.608,-178.51,0.00406,0.0029,0.00174,127.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
214.213,14.98,29.96,44.94,-14.4497,19.073,4.62331,-178.608,-178.51,-178.413,0.00406,0.0029,0.00174,127.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
214.613,14.98,29.96,44.94,-14.4497,19.073,4.62331,-178.608,-178.51,-178.413,0.00406,0.0029,0.00174,128,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
215.013,15.05,30.1,45.15,-14.1357,19.701,5.5654,-178.51,-178.413,-178.315,0.00406,0.0029,0.00174,128.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
215.413,15.05,30.1,45.15,-14.1357,19.701,5.5654,-178.51,-178.413,-178.315,0.00406,0.0029,0.00174,128.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
215.813,15.05,30.1,45.15,-14.1357,19.701,5.5654,-178.51,-178.413,-178.315,0.00406,0.0029,0.00174,128.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
216.213,15.12,30.24,45.36,-13.8202,20.332,6.51187,-178.413,-178.315,-178.217,0.00406,0.0029,0.00174,129,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
216.613,15.12,30.24,45.36,-13.8202,20.332,6.51187,-178.413,-178.315,-178.217,0.00406,0.0029,0.00174,129.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
217.013,15.19,30.38,45.57,-13.5032,20.9659,7.46274,-178.315,-178.217,-178.12,0.00406,0.0029,0.00174,129.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
217.413,15.19,30.38,45.57,-13.5032,20.9659,7.46274,-178.315,-178.217,-178.12,0.00406,0.0029,0.00174,129.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
217.813,15.19,30.38,45.57,-13.5032,20.9659,7.46274,-178.315,-178.217,-178.12,0.00406,0.0029,0.00174,130,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
218.213,15.26,30.52,45.78,-13.1848,21.6028,8.418,-178.217,-178.12,-178.022,0.00406,0.0029,0.00174,130.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
218.613,15.26,30.52,45.78,-13.1848,21.6028,8.418,-178.217,-178.12,-178.022,0.00406,0.0029,0.00174,130.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
219.013,15.33,30.66,45.99,-12.8649,22.2426,9.37765,-178.12,-178.022,-177.924,0.00406,0.0029,0.00174,130.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
219.413,15.33,30.66,45.99,-12.8649,22.2426,9.37765,-178.12,-178.022,-177.924,0.00406,0.0029,0.00174,131,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
219.813,15.33,30.66,45.99,-12.8649,22.2426,9.37765,-178.12,-178.022,-177.924,0.00406,0.0029,0.00174,131.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
220.213,15.4,30.8,46.2,-12.5436,22.8852,10.3417,-178.022,-177.924,-177.827,0.00406,0.0029,0.00174,131.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
220.613,15.4,30.8,46.2,-12.5436,22.8852,10.3417,-178.022,-177.924,-177.827,0.00406,0.0029,0.00174,131.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
222.013,15.54,31.08,46.62,-11.8965,-23.7929,12.283,-177.827,-177.729,-177.631,0.00406,0.0029,0.00174,132,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
222.413,15.54,31.08,46.62,-11.8965,-23.7929,12.283,-177.827,-177.729,-177.631,0.00406,0.0029,0.00174,132.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
222.813,15.54,31.08,46.62,-11.8965,-23.7929,12.283,-177.827,-177.729,-177.631,0.00406,0.0029,0.00174,132.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
223.213,15.61,31.22,46.83,-11.5707,-23.1414,13.2602,-177.729,-177.631,-177.534,0.00406,0.0029,0.00174,132.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
223.613,15.61,31.22,46.83,-11.5707,-23.1414,13.2602,-177.729,-177.631,-177.534,0.00406,0.0029,0.00174,133,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
224.013,15.68,31.36,47.04,-11.2435,-22.487,14.2418,-177.631,-177.534,-177.436,0.00406,0.0029,0.00174,133.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
224.413,15.68,31.36,47.04,-11.2435,-22.487,14.2418,-177.631,-177.534,-177.436,0.00406,0.0029,0.00174,133.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
224.813,15.68,31.36,47.04,-11.2435,-22.487,14.2418,-177.631,-177.534,-177.436,0.00406,0.0029,0.00174,133.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
225.213,15.75,31.5,47.25,-10.9149,-21.8297,15.2278,-177.534,-177.436,-177.338,0.00406,0.0029,0.00174,134,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
225.613,15.75,31.5,47.25,-10.9149,-21.8297,15.2278,-177.534,-177.436,-177.338,0.00406,0.0029,0.00174,134.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
226.013,15.82,31.64,47.46,-10.5847,-21.1694,16.2182,-177.436,-177.338,-177.241,0.00406,0.0029,0.00174,134.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
226.413,15.82,31.64,47.46,-10.5847,-21.1694,16.2182,-177.436,-177.338,-177.241,0.00406,0.0029,0.00174,134.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
226.813,15.82,31.64,47.46,-10.5847,-21.1694,16.2182,-177.436,-177.338,-177.241,0.00406,0.0029,0.00174,135,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
227.213,15.89,31.78,47.67,-10.2531,-20.5062,17.213,-177.338,-177.241,-177.143,0.00406,0.0029,0.00174,135.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
227.613,15.89,31.78,47.67,-10.2531,-20.5062,17.213,-177.338,-177.241,-177.143,0.00406,0.0029,0.00174,135.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
228.013,15.96,31.92,47.88,-9.92006,-19.8401,18.2122,-177.241,-177.143,-177.045,0.00406,0.0029,0.00174,135.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
228.413,15.96,31.92,47.88,-9.92006,-19.8401,18.2122,-177.241,-177.143,-177.045,0.00406,0.0029,0.00174,136,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
228.813,15.96,31.92,47.88,-9.92006,-19.8401,18.2122,-177.241,-177.143,-177.045,0.00406,0.0029,0.00174,136.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
229.213,16.03,32.06,48.09,-9.58554,-19.1711,19.2157,-177.143,-177.045,-176.947,0.00406,0.0029,0.00174,136.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
229.613,16.03,32.06,48.09,-9.58554,-19.1711,19.2157,-177.143,-177.045,-176.947,0.00406,0.0029,0.00174,136.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
230.013,16.1,32.2,48.3,-9.24955,-18.4991,20.2237,-177.045,-176.947,-176.85,0.00406,0.0029,0.00174,137,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
230.413,16.1,32.2,48.3,-9.24955,-18.4991,20.2237,-177.045,-176.947,-176.85,0.00406,0.0029,0.00174,137.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
230.813,16.1,32.2,48.3,-9.24955,-18.4991,20.2237,-177.045,-176.947,-176.85,0.00406,0.0029,0.00174,137.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
231.213,16.17,32.34,48.51,-8.9121,-17.8242,21.2361,-176.947,-176.85,-176.752,0.00406,0.0029,0.00174,137.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
231.613,16.17,32.34,48.51,-8.9121,-17.8242,21.2361,-176.947,-176.85,-176.752,0.00406,0.0029,0.00174,138,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
232.013,16.24,32.48,48.72,-8.57318,-17.1464,22.2528,-176.85,-176.752,-176.654,0.00406,0.0029,0.00174,138.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
232.413,16.24,32.48,48.72,-8.57318,-17.1464,22.2528,-176.85,-176.752,-176.654,0.00406,0.0029,0.00174,138.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
232.813,16.24,32.48,48.72,-8.57318,-17.1464,22.2528,-176.85,-176.752,-176.654,0.00406,0.0029,0.00174,138.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
233.213,16.31,32.62,48.93,-8.2328,-16.4656,23.2739,-176.752,-176.654,-176.557,0.00406,0.0029,0.00174,139,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
233.613,16.31,32.62,48.93,-8.2328,-16.4656,23.2739,-176.752,-176.654,-176.557,0.00406,0.0029,0.00174,139.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
234.013,16.38,32.76,49.14,-7.89096,-15.7819,-23.6729,-176.654,-176.557,-176.459,0.00406,0.0029,0.00174,139.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
234.413,16.38,32.76,49.14,-7.89096,-15.7819,-23.6729,-176.654,-176.557,-176.459,0.00406,0.0029,0.00174,139.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
234.813,16.38,32.76,49.14,-7.89096,-15.7819,-23.6729,-176.654,-176.557,-176.459,0.00406,0.0029,0.00174,140,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
235.213,16.45,32.9,49.35,-7.54765,-15.0953,-22.643,-176.557,-176.459,-176.361,0.00406,0.0029,0.00174,140.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
235.613,16.45,32.9,49.35,-7.54765,-15.0953,-22.643,-176.557,-176.459,-176.361,0.00406,0.0029,0.00174,140.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
236.013,16.52,33.04,49.56,-7.20288,-14.4058,-21.6086,-176.459,-176.361,-176.264,0.00406,0.0029,0.00174,140.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
236.413,16.52,33.04,49.56,-7.20288,-14.4058,-21.6086,-176.459,-176.361,-176.264,0.00406,0.0029,0.00174,141,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
236.813,16.52,33.04,49.56,-7.20288,-14.4058,-21.6086,-176.459,-176.361,-176.264,0.00406,0.0029,0.00174,141.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
237.213,16.59,33.18,49.77,-6.85664,-13.7133,-20.5699,-176.361,-176.264,-176.166,0.00406,0.0029,0.00174,141.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
237.613,16.59,33.18,49.77,-6.85664,-13.7133,-20.5699,-176.361,-176.264,-176.166,0.00406,0.0029,0.00174,141.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
238.013,16.66,33.32,49.98,-6.50894,-13.0179,-19.5268,-176.264,-176.166,-176.068,0.00406,0.0029,0.00174,142,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
238.413,16.66,33.32,49.98,-6.50894,-13.0179,-19.5268,-176.264,-176.166,-176.068,0.00406,0.0029,0.00174,142.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
239.795,16.73,33.46,50.19,-6.15978,-12.3196,-18.4793,-176.166,-176.068,-175.971,0.00406,0.0029,0.00174,142.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
240.195,16.8,33.6,50.4,-5.80915,-11.6183,-17.4275,-176.068,-175.971,-175.873,0.00406,0.0029,0.00174,142.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
240.595,16.8,33.6,50.4,-5.80915,-11.6183,-17.4275,-176.068,-175.971,-175.873,0.00406,0.0029,0.00174,143,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
240.995,16.8,33.6,50.4,-5.80915,-11.6183,-17.4275,-176.068,-175.971,-175.873,0.00406,0.0029,0.00174,143.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
241.395,16.87,33.74,50.61,-5.45706,-10.9141,-16.3712,-175.971,-175.873,-175.775,0.00406,0.0029,0.00174,143.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
241.795,16.87,33.74,50.61,-5.45706,-10.9141,-16.3712,-175.971,-175.873,-175.775,0.00406,0.0029,0.00174,143.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
242.195,16.94,33.88,50.82,-5.1035,-10.207,-15.3105,-175.873,-175.775,-175.678,0.00406,0.0029,0.00174,144,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
242.595,16.94,33.88,50.82,-5.1035,-10.207,-15.3105,-175.873,-175.775,-175.678,0.00406,0.0029,0.00174,144.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
242.995,16.94,33.88,50.82,-5.1035,-10.207,-15.3105,-175.873,-175.775,-175.678,0.00406,0.0029,0.00174,144.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
243.395,17.01,34.02,51.03,-4.74848,-9.49697,-14.2455,-175.775,-175.678,-175.58,0.00406,0.0029,0.00174,144.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
243.795,17.01,34.02,51.03,-4.74848,-9.49697,-14.2455,-175.775,-175.678,-175.58,0.00406,0.0029,0.00174,145,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
244.195,17.08,34.16,51.24,-4.392,-8.784,-13.176,-175.678,-175.58,-175.482,0.00406,0.0029,0.00174,145.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
244.595,17.08,34.16,51.24,-4.392,-8.784,-13.176,-175.678,-175.58,-175.482,0.00406,0.0029,0.00174,145.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
244.995,17.08,34.16,51.24,-4.392,-8.784,-13.176,-175.678,-175.58,-175.482,0.00406,0.0029,0.00174,145.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
245.395,17.15,34.3,51.45,-4.03405,-8.0681,-12.1022,-175.58,-175.482,-175.385,0.00406,0.0029,0.00174,146,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
245.795,17.15,34.3,51.45,-4.03405,-8.0681,-12.1022,-175.58,-175.482,-175.385,0.00406,0.0029,0.00174,146.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
246.195,17.22,34.44,51.66,-3.67464,-7.34928,-11.0239,-175.482,-175.385,-175.287,0.00406,0.0029,0.00174,146.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
246.595,17.22,34.44,51.66,-3.67464,-7.34928,-11.0239,-175.482,-175.385,-175.287,0.00406,0.0029,0.00174,146.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
246.995,17.22,34.44,51.66,-3.67464,-7.34928,-11.0239,-175.482,-175.385,-175.287,0.00406,0.0029,0.00174,147,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
247.395,17.29,34.58,51.87,-3.31376,-6.62753,-9.94129,-175.385,-175.287,-175.189,0.00406,0.0029,0.00174,147.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
247.795,17.29,34.58,51.87,-3.31376,-6.62753,-9.94129,-175.385,-175.287,-175.189,0.00406,0.0029,0.00174,147.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
248.195,17.36,34.72,52.08,-2.95142,-5.90285,-8.85427,-175.287,-175.189,-175.092,0.00406,0.0029,0.00174,147.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
248.595,17.36,34.72,52.08,-2.95142,-5.90285,-8.85427,-175.287,-175.189,-175.092,0.00406,0.0029,0.00174,148,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
248.995,17.36,34.72,52.08,-2.95142,-5.90285,-8.85427,-175.287,-175.189,-175.092,0.00406,0.0029,0.00174,148.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
249.395,17.43,34.86,52.29,-2.58762,-5.17524,-7.76286,-175.189,-175.092,-174.994,0.00406,0.0029,0.00174,148.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
249.795,17.43,34.86,52.29,-2.58762,-5.17524,-7.76286,-175.189,-175.092,-174.994,0.00406,0.0029,0.00174,148.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
250.195,17.5,35,52.5,-2.22235,-4.4447,-6.66706,-175.092,-174.994,-174.896,0.00406,0.0029,0.00174,149,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
250.595,17.5,35,52.5,-2.22235,-4.4447,-6.66706,-175.092,-174.994,-174.896,0.00406,0.0029,0.00174,149.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
250.995,17.5,35,52.5,-2.22235,-4.4447,-6.66706,-175.092,-174.994,-174.896,0.00406,0.0029,0.00174,149.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
251.395,17.57,35.14,52.71,-1.85562,-3.71124,-5.56686,-174.994,-174.896,-174.799,0.00406,0.0029,0.00174,149.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
251.795,17.57,35.14,52.71,-1.85562,-3.71124,-5.56686,-174.994,-174.896,-174.799,0.00406,0.0029,0.00174,150,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
252.195,17.64,35.28,52.92,-1.48742,-2.97485,-4.46227,-174.896,-174.799,-174.701,0.00406,0.0029,0.00174,150.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
252.595,17.64,35.28,52.92,-1.48742,-2.97485,-4.46227,-174.896,-174.799,-174.701,0.00406,0.0029,0.00174,150.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
252.995,17.64,35.28,52.92,-1.48742,-2.97485,-4.46227,-174.896,-174.799,-174.701,0.00406,0.0029,0.00174,150.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
253.395,17.71,35.42,53.13,-1.11776,-2.23553,-3.35329,-174.799,-174.701,-174.603,0.00406,0.0029,0.00174,151,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
253.795,17.71,35.42,53.13,-1.11776,-2.23553,-3.35329,-174.799,-174.701,-174.603,0.00406,0.0029,0.00174,151.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
254.195,17.78,35.56,53.34,-0.74664,-1.49328,-2.23992,-174.701,-174.603,-174.505,0.00406,0.0029,0.00174,151.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
254.595,17.78,35.56,53.34,-0.74664,-1.49328,-2.23992,-174.701,-174.603,-174.505,0.00406,0.0029,0.00174,151.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
254.995,17.78,35.56,53.34,-0.74664,-1.49328,-2.23992,-174.701,-174.603,-174.505,0.00406,0.0029,0.00174,152,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
255.395,17.85,35.7,53.55,-0.374052,-0.748104,-1.12216,-174.603,-174.505,-174.408,0.00406,0.0029,0.00174,152.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
255.795,17.85,35.7,53.55,-0.374052,-0.748104,-1.12216,-174.603,-174.505,-174.408,0.00406,0.0029,0.00174,152.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
256.195,17.92,35.84,53.76,0,0,0,-174.505,-174.408,-174.31,0.00406,0.0029,0.00174,152.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
256.595,17.92,35.84,53.76,0,0,0,-174.505,-174.408,-174.31,0.00406,0.0029,0.00174,153,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
256.995,17.92,35.84,53.76,0,0,0,-174.505,-174.408,-174.31,0.00406,0.0029,0.00174,153.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
257.395,17.99,35.98,53.97,0.375516,0.751032,1.12655,-174.408,-174.31,-174.212,0.00406,0.0029,0.00174,153.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
257.795,17.99,35.98,53.97,0.375516,0.751032,1.12655,-174.408,-174.31,-174.212,0.00406,0.0029,0.00174,153.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
258.195,18.06,36.12,54.18,0.752496,1.50499,2.25749,-174.31,-174.212,-174.115,0.00406,0.0029,0.00174,154,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
258.595,18.06,36.12,54.18,0.752496,1.50499,2.25749,-174.31,-174.212,-174.115,0.00406,0.0029,0.00174,154.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
258.995,18.06,36.12,54.18,0.752496,1.50499,2.25749,-174.31,-174.212,-174.115,0.00406,0.0029,0.00174,154.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
259.395,18.13,36.26,54.39,1.13094,2.26188,3.39282,-174.212,-174.115,-174.017,0.00406,0.0029,0.00174,154.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
259.795,18.13,36.26,54.39,1.13094,2.26188,3.39282,-174.212,-174.115,-174.017,0.00406,0.0029,0.00174,155,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
260.195,18.2,36.4,54.6,1.51085,3.0217,4.53254,-174.115,-174.017,-173.919,0.00406,0.0029,0.00174,155.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
260.595,18.2,36.4,54.6,1.51085,3.0217,4.53254,-174.115,-174.017,-173.919,0.00406,0.0029,0.00174,155.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
261.973,18.27,36.54,54.81,1.89222,3.78444,5.67666,-174.017,-173.919,-173.822,0.00406,0.0029,0.00174,155.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
262.373,18.34,36.68,55.02,2.27506,4.55011,6.82517,-173.919,-173.822,-173.724,0.00406,0.0029,0.00174,156,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
